application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
BLA125085,GENENTECH,BEVACIZUMAB,AVASTIN,ORIG,1,AP,20040226,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125117,BIOMARIN,GALSULFASE,NAGLAZYME,ORIG,1,AP,20050531,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125338,AUXILIUM PHARMS,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,XIAFLEX,ORIG,1,AP,20100202,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125370,HUMAN GENOME SCIENCES INC.,BELIMUMAB,BENLYSTA,ORIG,1,AP,20110309,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125422,"THROMBOGENICS, INC",OCRIPLASMIN,JETREA,ORIG,1,AP,20121017,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125460,BIOMARIN PHARM,ELOSULFASE ALFA,VIMIZIM,ORIG,1,AP,20140214,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125526,GLAXOSMITHKLINE LLC,MEPOLIZUMAB,NUCALA,ORIG,1,AP,20151104,STANDARD,TYPE 1,Type 1 - New Molecular Entity
BLA125554,BRISTOL MYERS SQUIBB,NIVOLUMAB,OPDIVO,ORIG,1,AP,20141222,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA200603,SUNOVION PHARMS INC,LURASIDONE HYDROCHLORIDE,LATUDA,ORIG,1,AP,20101028,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA200655,FEINSTEIN,FLUORODOPA F-18,FLUORODOPA F18,ORIG,1,AP,20191010,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA201917,VERTEX PHARMS,TELAPREVIR,INCIVEK,ORIG,1,AP,20110523,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA018956,GE HEALTHCARE,IOHEXOL,OMNIPAQUE 140,ORIG,1,AP,19851226,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA202258,MERCK SHARP DOHME,BOCEPREVIR,VICTRELIS,ORIG,1,AP,20110513,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA008693,PROCTER AND GAMBLE,NITROFURANTOIN,FURADANTIN,ORIG,1,AP,19530206,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA202429,HOFFMANN LA ROCHE,VEMURAFENIB,ZELBORAF,ORIG,1,AP,20110817,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA202799,TAKEDA PHARMS USA,PEGINESATIDE ACETATE,OMONTYS,ORIG,1,AP,20120327,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA019050,AKORN,SUFENTANIL CITRATE,SUFENTA PRESERVATIVE FREE,ORIG,1,AP,19840504,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA203858,AEGERION,LOMITAPIDE MESYLATE,JUXTAPID,ORIG,1,AP,20121221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA204153,MEDICIS,LULICONAZOLE,LUZU,ORIG,1,AP,20131114,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA019268,GD SEARLE LLC,MISOPROSTOL,CYTOTEC,ORIG,1,AP,19881227,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019270,ALCON,BETAXOLOL HYDROCHLORIDE,BETOPTIC,ORIG,1,AP,19850830,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA205836,UCB INC,BRIVARACETAM,BRIVIACT,ORIG,1,AP,20160218,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA019508,SMITHKLINE BEECHAM,NIZATIDINE,AXID,ORIG,1,AP,19880412,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA206256,SPECTRUM PHARMS,BELINOSTAT,BELEODAQ,ORIG,1,AP,20140703,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA206426,BIOCRYST,PERAMIVIR,RAPIVAB,ORIG,1,AP,20141219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA019537,BAYER HLTHCARE,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,ORIG,1,AP,19871022,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA206494,CEREXA INC,AVIBACTAM SODIUM,AVYCAZ,ORIG,1,AP,20150225,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA206494,CEREXA INC,CEFTAZIDIME,AVYCAZ,ORIG,1,AP,20150225,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA206843,BRISTOL-MYERS SQUIBB,DACLATASVIR DIHYDROCHLORIDE,DAKLINZA,ORIG,1,AP,20150724,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019594,ALLERGAN,URSODIOL,ACTIGALL,ORIG,1,AP,19871231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019653,JANSSEN PHARMS,ETHINYL ESTRADIOL,ORTHO CYCLEN-28,ORIG,1,AP,19891229,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA019653,JANSSEN PHARMS,NORGESTIMATE,ORTHO CYCLEN-28,ORIG,1,AP,19891229,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA019655,VIIV HLTHCARE,ZIDOVUDINE,RETROVIR,ORIG,1,AP,19870319,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA207500,ASTELLAS,ISAVUCONAZONIUM SULFATE,CRESEMBA,ORIG,1,AP,20150306,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA207924,ELI LILLY AND CO,BARICITINIB,OLUMIANT,ORIG,1,AP,20180531,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA207997,NOVARTIS,MIDOSTAURIN,RYDAPT,ORIG,2,AP,20170428,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA208073,SHIRE DEV LLC,LIFITEGRAST,XIIDRA,ORIG,1,AP,20160711,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA208114,JAZZ PHARMS INC,DEFIBROTIDE SODIUM,DEFITELIO,ORIG,1,AP,20160330,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019726,ASTRAZENECA,GOSERELIN ACETATE,ZOLADEX,ORIG,1,AP,19891229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA209521,ALMIRALL,SARECYCLINE HYDROCHLORIDE,SEYSARA,ORIG,1,AP,20181001,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA209627,THERAPEUTICSMD INC,SEGESTERONE ACETATE,ANNOVERA,ORIG,1,AP,20180810,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA019865,COVIS PHARMA SARL,SOTALOL HYDROCHLORIDE,BETAPACE,ORIG,1,AP,19921030,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019898,BRISTOL MYERS SQUIBB,PRAVASTATIN SODIUM,PRAVACHOL,ORIG,1,AP,19911031,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA019926,EISAI INC,ALTRETAMINE,HEXALEN,ORIG,1,AP,19901226,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019946,ABBVIE,DOXACURIUM CHLORIDE,NUROMAX,ORIG,1,AP,19910307,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA210910,REDHILL,RIFAMYCIN SODIUM,AEMCOLO,ORIG,1,AP,20181116,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA210951,JANSSEN BIOTECH,APALUTAMIDE,ERLEADA,ORIG,1,AP,20180214,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019998,RECORDATI RARE,SUCCIMER,CHEMET,ORIG,1,AP,19910130,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA211616,ESPERION THERAPS INC,BEMPEDOIC ACID,NEXLETOL,ORIG,1,AP,20200221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA211672,NABRIVA,LEFAMULIN ACETATE,XENLETA,ORIG,1,AP,20190819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020070,SHIONOGI INC,TACRINE HYDROCHLORIDE,COGNEX,ORIG,1,AP,19930909,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020083,JANSSEN PHARMS,ITRACONAZOLE,SPORANOX,ORIG,1,AP,19920911,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020119,HQ SPECLT PHARMA,TENIPOSIDE,VUMON,ORIG,1,AP,19920714,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA009218,BRISTOL MYERS SQUIBB,WARFARIN SODIUM,COUMADIN,ORIG,1,AP,19540608,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA213433,SUN PHARM,CLASCOTERONE,WINLEVI,ORIG,1,AP,20200826,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020193,JANSSEN PHARMS,PENTOSAN POLYSULFATE SODIUM,ELMIRON,ORIG,1,AP,19960926,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020236,GLAXOSMITHKLINE,SALMETEROL XINAFOATE,SEREVENT,ORIG,1,AP,19940204,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020243,SOLVAY,FLUVOXAMINE MALEATE,LUVOX,ORIG,1,AP,19941205,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020250,GLAXOSMITHKLINE,HALOFANTRINE HYDROCHLORIDE,HALFAN,ORIG,1,AP,19920724,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020356,COVIS PHARMA SARL,NISOLDIPINE,SULAR,ORIG,1,AP,19950202,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020367,GENZYME,IMIGLUCERASE,CEREZYME,ORIG,1,AP,19940523,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020386,MERCK SHARP DOHME,LOSARTAN POTASSIUM,COZAAR,ORIG,1,AP,19950414,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020408,MERCK,DORZOLAMIDE HYDROCHLORIDE,TRUSOPT,ORIG,1,AP,19941209,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020415,ORGANON USA INC,MIRTAZAPINE,REMERON,ORIG,1,AP,19960614,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020427,LUNDBECK PHARMS LLC,VIGABATRIN,SABRIL,ORIG,1,AP,20090821,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020600,ALLERGAN,TAZAROTENE,TAZORAC,ORIG,1,AP,19970613,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020652,GE HEALTHCARE,MANGAFODIPIR TRISODIUM,TESLASCAN,ORIG,1,AP,19971126,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020707,SANOFI AVENTIS US,TILUDRONATE DISODIUM,SKELID,ORIG,1,AP,19970307,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020718,SCHERING,EPTIFIBATIDE,INTEGRILIN,ORIG,1,AP,19980518,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020768,IPR,ZOLMITRIPTAN,ZOMIG,ORIG,1,AP,19971125,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020961,NOVARTIS,FOMIVIRSEN SODIUM,VITRAVENE PRESERVATIVE FREE,ORIG,1,AP,19980826,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA020989,DAIICHI SANKYO INC,CEVIMELINE HYDROCHLORIDE,EVOXAC,ORIG,1,AP,20000111,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA020998,GD SEARLE,CELECOXIB,CELEBREX,ORIG,1,AP,19981231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021016,PFIZER IRELAND,ELETRIPTAN HYDROBROMIDE,RELPAX,ORIG,1,AP,20021226,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021024,SANOFI AVENTIS US,RIFAPENTINE,PRIFTIN,ORIG,1,AP,19980622,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021035,UCB INC,LEVETIRACETAM,KEPPRA,ORIG,1,AP,19991130,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021066,ALCON PHARMA,KETOTIFEN FUMARATE,ZADITOR,ORIG,1,AP,19990702,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021079,SANTEN,PEMIROLAST POTASSIUM,ALAMAST,ORIG,1,AP,19990924,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021275,ALLERGAN,BIMATOPROST,LUMIGAN,ORIG,1,AP,20010316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021345,MYLAN IRELAND LTD,FONDAPARINUX SODIUM,ARIXTRA,ORIG,1,AP,20011207,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021357,BRACCO,GADOBENATE DIMEGLUMINE,MULTIHANCE,ORIG,1,AP,20041123,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021455,HOFFMANN LA ROCHE,IBANDRONATE SODIUM,BONIVA,ORIG,1,AP,20030516,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021481,ROCHE,ENFUVIRTIDE,FUZEON,ORIG,1,AP,20030313,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021502,LOREAL USA,AVOBENZONE,ANTHELIOS SX,ORIG,1,AP,20060721,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021502,LOREAL USA,ECAMSULE,ANTHELIOS SX,ORIG,1,AP,20060721,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021502,LOREAL USA,OCTOCRYLENE,ANTHELIOS SX,ORIG,1,AP,20060721,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021506,ASTELLAS,MICAFUNGIN SODIUM,MYCAMINE,ORIG,1,AP,20050316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021549,MERCK,APREPITANT,EMEND,ORIG,1,AP,20030326,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021565,ALLERGAN,EPINASTINE HYDROCHLORIDE,ELESTAT,ORIG,1,AP,20031016,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021567,BRISTOL MYERS SQUIBB,ATAZANAVIR SULFATE,REYATAZ,ORIG,1,AP,20030620,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021670,DORC,TRYPAN BLUE,VISIONBLUE,ORIG,1,AP,20041216,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021751,HAMELN PHARMA PLUS,PENTETATE ZINC TRISODIUM,PENTETATE ZINC TRISODIUM,ORIG,1,AP,20040811,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021862,NOVARTIS,NEPAFENAC,NEVANAC,ORIG,1,AP,20050819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA010653,3M,ORPHENADRINE HYDROCHLORIDE,DISIPAL,ORIG,1,AP,19570510,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA010669,ASPEN GLOBAL INC,CHLORAMBUCIL,LEUKERAN,ORIG,1,AP,19570318,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA021902,MEDIGENE AG,SINECATECHINS,VEREGEN,ORIG,1,AP,20061031,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021911,EISAI INC,RUFINAMIDE,BANZEL,ORIG,1,AP,20081114,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA021928,PFIZER INC,VARENICLINE TARTRATE,CHANTIX,ORIG,1,AP,20060510,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA022003,SCHERING,POSACONAZOLE,NOXAFIL,ORIG,1,AP,20060915,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA022192,VANDA PHARMS INC,ILOPERIDONE,FANAPT,ORIG,1,AP,20090506,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA022307,ELI LILLY AND CO,PRASUGREL HYDROCHLORIDE,EFFIENT,ORIG,1,AP,20090710,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA010997,XANODYNE PHARM,PROPOXYPHENE HYDROCHLORIDE,DARVON,ORIG,1,AP,19570816,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA022416,SUNOVION PHARMS INC,ESLICARBAZEPINE ACETATE,APTIOM,ORIG,1,AP,20131108,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA022527,NOVARTIS,FINGOLIMOD,GILENYA,ORIG,1,AP,20100921,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA022527,NOVARTIS,FINGOLIMOD HYDROCHLORIDE,GILENYA,ORIG,1,AP,20100921,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA022529,EISAI INC,LORCASERIN HYDROCHLORIDE,BELVIQ,ORIG,1,AP,20120627,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA022567,FOREST LABS LLC,VILAZODONE HYDROCHLORIDE,VIIBRYD,ORIG,1,AP,20110121,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA005845,MCNEIL CONS,DIPHENHYDRAMINE HYDROCHLORIDE,BENADRYL,ORIG,1,AP,19460304,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA011839,PHARMACIA AND UPJOHN,MEDROXYPROGESTERONE ACETATE,PROVERA,ORIG,1,AP,19590618,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050517,MYLAN INSTITUTIONAL,CEFOXITIN SODIUM,MEFOXIN,ORIG,1,AP,19781018,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA011860,MERCK,DEMECARIUM BROMIDE,HUMORSOL,ORIG,1,AP,19590805,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050544,SCHERING,NETILMICIN SULFATE,NETROMYCIN,ORIG,1,AP,19830228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050571,TAP PHARM,CEFMENOXIME HYDROCHLORIDE,CEFMAX,ORIG,1,AP,19871230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA011891,ORGANON USA INC,NANDROLONE PHENPROPIONATE,DURABOLIN,ORIG,1,AP,19591030,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050585,HOFFMANN LA ROCHE,CEFTRIAXONE SODIUM,ROCEPHIN KIT,ORIG,1,AP,19841221,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA050585,HOFFMANN LA ROCHE,LIDOCAINE,ROCEPHIN KIT,ORIG,1,AP,19841221,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA011949,SHIRE LLC,HYDROFLUMETHIAZIDE,SALURON,ORIG,1,AP,19590722,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050664,CORDEN PHARMA,CEFPROZIL,CEFZIL,ORIG,1,AP,19911223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050689,PHARMACIA AND UPJOHN,RIFABUTIN,MYCOBUTIN,ORIG,1,AP,19921223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA011961,VALIDUS PHARMS INC,ISOCARBOXAZID,MARPLAN,ORIG,1,AP,19590701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA050747,KING PHARMS,QUINUPRISTIN,SYNERCID,ORIG,1,AP,19990921,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA050747,KING PHARMS,DALFOPRISTIN,SYNERCID,ORIG,1,AP,19990921,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA012283,SANOFI AVENTIS US,CHLORTHALIDONE,HYGROTON,ORIG,1,AP,19600407,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA012753,NOVARTIS,THIETHYLPERAZINE MALEATE,TORECAN,ORIG,1,AP,19610718,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA012787,MEDIMETRIKS PHARMS,FLUOCINOLONE ACETONIDE,SYNALAR,ORIG,1,AP,19630215,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA012911,HRA PHARMA,METYRAPONE,METOPIRONE,ORIG,1,AP,19611204,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA016273,US PHARM HOLDINGS,FUROSEMIDE,LASIX,ORIG,1,AP,19660701,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA016929,HOSPIRA,FLOXURIDINE,FUDR,ORIG,1,AP,19701218,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA016979,BRISTOL MYERS SQUIBB,MEGESTROL ACETATE,MEGACE,ORIG,1,AP,19710818,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA017466,SANOFI AVENTIS US,TERBUTALINE SULFATE,BRICANYL,ORIG,1,AP,19740325,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA017518,3M,PENTETATE CALCIUM TRISODIUM YB-169,YTTERBIUM YB 169 DTPA,ORIG,1,AP,19760311,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA017535,SANOFI AVENTIS US,PROBUCOL,LORELCO,ORIG,1,AP,19770201,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA017569,GLENWOOD,SULFACYTINE,RENOQUID,ORIG,1,AP,19750912,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA007335,APOTHECON,PROCAINAMIDE HYDROCHLORIDE,PRONESTYL,ORIG,1,AP,19500602,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA017765,PROMIUS PHARMA LLC,CLOCORTOLONE PIVALATE,CLODERM,ORIG,1,AP,19770822,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA017787,ABBOTT,"FIBRINOGEN, I-125",RADIONUCLIDE-LABELED (125 I) FIBRINOGEN (HUMAN) SENSOR,ORIG,1,AP,19760628,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA007409,FOREST LABS INC,DICYCLOMINE HYDROCHLORIDE,BENTYL,ORIG,1,AP,19500511,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA017836,ISO TEX,ALBUMIN IODINATED I-125 SERUM,JEANATOPE,ORIG,1,AP,19760223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA007504,SANOFI AVENTIS US,CORTICOTROPIN,ACTHAR,ORIG,1,AP,19500703,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018006,PARKE DAVIS,MECLOFENAMATE SODIUM,MECLOMEN,ORIG,1,AP,19800625,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA018024,PAR PHARM INC,NALBUPHINE HYDROCHLORIDE,NUBAIN,ORIG,1,AP,19790515,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA018081,ABBVIE,VALPROIC ACID,DEPAKENE,ORIG,1,AP,19780228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA007883,TEVA WOMENS,DISULFIRAM,ANTABUSE,ORIG,1,AP,19510828,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018154,PHARMACIA AND UPJOHN,MINOXIDIL,LONITEN,ORIG,1,AP,19791018,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018333,FOREST LABS INC,SUCRALFATE,CARAFATE,ORIG,1,AP,19811030,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA008173,VALEANT PHARM INTL,MONOBENZONE,BENOQUIN,ORIG,1,AP,19521110,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018533,JANSSEN PHARMS,KETOCONAZOLE,NIZORAL,ORIG,1,AP,19810612,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018550,ROCHE,CARPROFEN,RIMADYL,ORIG,1,AP,19871231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA018663,CHART MEDCL,CHYMOPAPAIN,CHYMODIACTIN,ORIG,1,AP,19821110,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018682,PFIZER,TIOCONAZOLE,TZ-3,ORIG,1,AP,19830218,STANDARD,TYPE 1,Type 1 - New Molecular Entity
BLA103795,IMMUNEX,ETANERCEPT,ENBREL,ORIG,1,AP,19981102,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125058,BIOMARIN,LARONIDASE,ALDURAZYME,ORIG,1,AP,20030430,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125084,IMCLONE,CETUXIMAB,ERBITUX,ORIG,1,AP,20040212,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125104,BIOGEN IDEC,NATALIZUMAB,TYSABRI,ORIG,1,AP,20041123,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125326,GLAXO GRP LTD,OFATUMUMAB,ARZERRA,ORIG,1,AP,20091026,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125388,SEATTLE GENETICS,BRENTUXIMAB VEDOTIN,ADCETRIS,ORIG,1,AP,20110819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
BLA125431,GLAXOSMITHKLINE LLC,ALBIGLUTIDE,TANZEUM,ORIG,1,AP,20140415,STANDARD,TYPE 1,Type 1 - New Molecular Entity
BLA125477,ELI LILLY AND CO,RAMUCIRUMAB,CYRAMZA,ORIG,1,AP,20140421,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018873,BOEHRINGER INGELHEIM,MEXILETINE HYDROCHLORIDE,MEXITIL,ORIG,1,AP,19851230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA200677,NOVARTIS,PASIREOTIDE DIASPARTATE,SIGNIFOR,ORIG,1,AP,20121214,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA201292,BOEHRINGER INGELHEIM,AFATINIB DIMALEATE,GILOTRIF,ORIG,1,AP,20130712,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA201532,EISAI INC,ERIBULIN MESYLATE,HALAVEN,ORIG,1,AP,20101115,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA018972,WYETH PHARMS INC,AMIODARONE HYDROCHLORIDE,CORDARONE,ORIG,1,AP,19851224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA202292,NAPO PHARMS INC,CROFELEMER,FULYZAQ,ORIG,1,AP,20121231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA202293,ASTRAZENECA AB,DAPAGLIFLOZIN PROPANEDIOL,FARXIGA,ORIG,1,AP,20140108,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA202450,ASTRAZENECA PHARMS,ACLIDINIUM BROMIDE,TUDORZA PRESSAIR,ORIG,1,AP,20120723,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA202833,LEO LABS,INGENOL MEBUTATE,PICATO,ORIG,1,AP,20120123,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA202992,SANOFI AVENTIS US,TERIFLUNOMIDE,AUBAGIO,ORIG,1,AP,20120912,STANDARD,TYPE 1,Type 1 - New Molecular Entity
NDA203415,ASTELLAS,ENZALUTAMIDE,XTANDI,ORIG,1,AP,20120831,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA019193,METHAPHARM,METHACHOLINE CHLORIDE,PROVOCHOLINE,ORIG,1,AP,19861031,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
NDA204427,ANACOR PHARMS INC,TAVABOROLE,KERYDIN,ORIG,1,AP,20140707,STANDARD,TYPE 1,Type 1 - New Molecular Entity
